Class,7  Li  [ No Gas ] ,9  Be  [ No Gas ] ,11  B  [ No Gas ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,28  Si  [ He ] ,31  P  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,47  Ti  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,71  Ga  [ He ] ,72  Ge  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,85  Rb  [ He ] ,88  Sr  [ He ] ,93  Nb  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,133  Cs  [ He ] ,135  Ba  [ He ] ,181  Ta  [ He ] ,182  W  [ He ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] 
Norway,8.70 ,0.60 ,145.50 ,4900782.30 ,1036127.40 ,1455.30 ,212148.90 ,11412796.80 ,13569080.70 ,105016.80 ,980.10 ,15.00 ,24.90 ,222.00 ,4626.30 ,7.80 ,11.10 ,707.40 ,10673.10 ,0.60 ,0.30 ,2039.40 ,998.40 ,3082.80 ,2115.00 ,4.20 ,5.40 ,3.00 ,1.20 ,87.90 ,61.80 ,14.40 ,0.90 ,0.30 ,1.80 ,1.80 ,1.80 
Norway,6.90 ,0.00 ,84.00 ,4512843.00 ,868353.60 ,1779.90 ,97592.40 ,7981563.60 ,9972291.30 ,57578.70 ,898.50 ,14.10 ,29.70 ,219.60 ,5927.70 ,13.50 ,12.30 ,939.90 ,10279.50 ,0.30 ,0.30 ,2174.10 ,798.30 ,2697.00 ,1356.90 ,10.20 ,11.10 ,0.30 ,0.90 ,72.90 ,227.10 ,15.30 ,9.00 ,0.30 ,0.90 ,0.90 ,0.90 
Norway,8.40 ,0.60 ,148.50 ,5800927.20 ,1332906.30 ,739.80 ,349191.30 ,14030793.90 ,17252829.90 ,69799.50 ,900.30 ,18.00 ,21.00 ,260.40 ,5993.40 ,15.30 ,11.40 ,830.70 ,13057.20 ,0.30 ,0.30 ,2343.30 ,1196.10 ,4042.50 ,1442.40 ,0.60 ,7.50 ,1.50 ,0.00 ,110.10 ,36.90 ,6.90 ,1.20 ,0.30 ,3.30 ,2.40 ,2.70 
Norway,39.90 ,0.60 ,570.00 ,3002234.40 ,1667579.70 ,795.00 ,407034.60 ,16635710.10 ,19544597.10 ,104001.00 ,1006.20 ,24.90 ,24.00 ,335.70 ,12741.60 ,9.00 ,220.50 ,3027.00 ,16684.20 ,0.00 ,0.30 ,1504.50 ,2476.50 ,4271.70 ,1839.60 ,0.30 ,7.80 ,1.20 ,5.70 ,99.90 ,26.40 ,7.20 ,0.90 ,2.40 ,8.40 ,9.00 ,8.40 
Norway,6.60 ,0.00 ,49.50 ,4665477.90 ,981542.40 ,648.60 ,108066.30 ,8464390.20 ,10931256.90 ,56126.70 ,652.20 ,18.90 ,62.40 ,183.00 ,5194.20 ,9.90 ,7.50 ,774.60 ,10636.80 ,0.30 ,0.00 ,1623.00 ,840.30 ,2817.60 ,1491.90 ,3.30 ,10.50 ,0.00 ,0.30 ,79.20 ,23.70 ,6.60 ,0.30 ,0.30 ,0.90 ,1.50 ,0.90 
Norway,8.40 ,0.60 ,166.80 ,5286295.50 ,888777.30 ,1352.40 ,204146.70 ,10618758.00 ,12461124.00 ,176347.80 ,960.00 ,23.10 ,32.10 ,207.00 ,5817.00 ,10.80 ,12.00 ,829.50 ,11323.50 ,0.00 ,0.30 ,1972.80 ,885.90 ,2807.10 ,3965.70 ,2.40 ,5.10 ,10.20 ,0.30 ,78.90 ,116.40 ,10.80 ,0.60 ,0.30 ,3.60 ,3.30 ,3.60 
Norway,8.10 ,0.00 ,114.00 ,7028784.90 ,1349249.10 ,450.00 ,116695.50 ,12939894.90 ,16634053.80 ,81338.40 ,701.70 ,27.60 ,24.60 ,276.30 ,7248.30 ,17.70 ,7.20 ,1235.40 ,17321.70 ,0.30 ,0.00 ,2827.80 ,1127.70 ,4366.80 ,2137.50 ,0.90 ,15.60 ,4.80 ,0.30 ,117.90 ,45.00 ,5.10 ,0.60 ,0.30 ,0.30 ,0.90 ,0.60 
Norway,5.40 ,0.00 ,23.40 ,3828953.10 ,730383.00 ,6810.90 ,107119.80 ,7689500.70 ,9533514.30 ,73938.60 ,2782.20 ,14.40 ,55.20 ,186.90 ,7426.50 ,9.00 ,503.10 ,952.80 ,10363.80 ,0.30 ,0.00 ,2358.90 ,666.60 ,2574.00 ,2101.80 ,0.30 ,9.30 ,0.00 ,0.60 ,63.00 ,34.50 ,2.70 ,0.30 ,0.30 ,0.30 ,0.60 ,0.00 
Norway,13.50 ,0.30 ,199.80 ,5042246.40 ,1101331.80 ,1014.00 ,116513.10 ,12026992.50 ,14806881.30 ,144321.00 ,843.00 ,22.20 ,26.10 ,242.10 ,5289.00 ,10.20 ,13.50 ,1711.50 ,12343.20 ,0.30 ,0.60 ,1911.90 ,1054.80 ,3345.90 ,3003.90 ,23.40 ,20.40 ,1.20 ,0.60 ,98.10 ,60.60 ,57.60 ,7.80 ,0.30 ,14.70 ,14.40 ,14.40 
Norway,4.80 ,0.00 ,9.60 ,3217692.90 ,857915.10 ,684.00 ,109586.10 ,7351575.60 ,9400971.30 ,34801.20 ,682.50 ,6.30 ,13.20 ,163.20 ,4198.50 ,8.70 ,6.30 ,737.40 ,8780.40 ,0.30 ,0.00 ,1945.20 ,771.90 ,2548.20 ,764.70 ,2.70 ,4.80 ,0.30 ,0.30 ,69.30 ,22.50 ,6.30 ,0.30 ,0.30 ,0.60 ,1.20 ,0.90 
Norway,3.60 ,0.30 ,37.50 ,3206098.20 ,689228.10 ,4905.30 ,110274.60 ,6593429.40 ,8062671.60 ,44121.00 ,2233.50 ,7.80 ,46.50 ,178.50 ,5545.20 ,10.20 ,27.00 ,858.90 ,8765.70 ,0.30 ,0.30 ,1665.30 ,620.10 ,2117.70 ,1078.20 ,0.60 ,9.00 ,0.00 ,0.00 ,60.60 ,22.20 ,1.80 ,0.60 ,0.00 ,0.30 ,0.90 ,0.30 
Norway,6.60 ,0.60 ,156.30 ,4811122.50 ,1109199.30 ,843.00 ,263025.60 ,11526534.60 ,13727142.00 ,68146.20 ,764.70 ,15.30 ,28.20 ,260.10 ,4833.60 ,8.40 ,13.20 ,787.20 ,11257.50 ,0.30 ,0.00 ,1799.10 ,1030.50 ,3081.30 ,1272.30 ,6.60 ,7.20 ,1.80 ,0.30 ,90.30 ,35.70 ,21.60 ,1.50 ,0.30 ,3.60 ,3.60 ,3.60 
Norway,15.90 ,0.60 ,201.00 ,5763323.10 ,1244819.40 ,895.50 ,398616.60 ,14317248.00 ,17976268.80 ,105836.40 ,954.90 ,23.10 ,32.40 ,274.50 ,6131.10 ,12.60 ,18.60 ,915.30 ,13560.60 ,0.30 ,0.00 ,3176.70 ,1193.40 ,4356.90 ,2452.80 ,1.20 ,7.20 ,4.80 ,0.30 ,102.60 ,32.10 ,9.60 ,0.60 ,0.30 ,4.50 ,4.20 ,4.50 
Norway,24.30 ,0.60 ,281.10 ,5353530.00 ,1280472.00 ,1107.00 ,316097.40 ,13999290.90 ,17207331.90 ,79394.70 ,961.50 ,18.60 ,69.60 ,289.20 ,6354.90 ,14.10 ,12.60 ,850.50 ,12031.50 ,0.00 ,0.00 ,2543.70 ,1136.70 ,4085.10 ,1637.70 ,2.40 ,11.70 ,6.90 ,0.30 ,110.10 ,40.80 ,12.00 ,0.00 ,0.30 ,6.00 ,6.30 ,6.30 
Norway,3.90 ,0.00 ,4.20 ,2740977.00 ,648039.60 ,400.20 ,96861.30 ,6187651.80 ,7641896.70 ,79115.10 ,505.50 ,11.40 ,15.30 ,159.30 ,4063.80 ,7.50 ,5.70 ,569.70 ,7507.80 ,0.30 ,0.00 ,1718.10 ,589.20 ,1976.40 ,2253.60 ,0.90 ,4.20 ,0.00 ,0.00 ,53.40 ,37.80 ,3.90 ,0.60 ,0.00 ,0.90 ,1.20 ,0.90 
Norway,8.40 ,0.00 ,161.70 ,5516552.40 ,1236999.60 ,295.20 ,109544.10 ,11094963.00 ,14749692.90 ,54180.30 ,618.90 ,18.60 ,35.70 ,292.80 ,7016.40 ,15.60 ,9.30 ,1032.00 ,12662.40 ,0.60 ,0.30 ,2559.90 ,1011.60 ,4018.50 ,1406.40 ,3.60 ,14.40 ,0.00 ,0.30 ,108.60 ,30.60 ,7.80 ,0.00 ,0.30 ,0.30 ,0.30 ,0.00 
Norway,36.00 ,0.00 ,64.20 ,3683475.60 ,765530.70 ,963.00 ,59431.20 ,7453923.60 ,9241639.50 ,51410.70 ,744.00 ,11.10 ,18.90 ,189.30 ,3335.10 ,6.90 ,10.80 ,708.00 ,8286.00 ,0.00 ,0.30 ,1956.60 ,683.70 ,2394.00 ,884.40 ,0.30 ,6.90 ,0.00 ,0.60 ,62.40 ,65.40 ,2.10 ,1.20 ,0.30 ,15.30 ,15.90 ,15.60 
Norway,14.10 ,0.60 ,355.50 ,10478318.10 ,1478952.90 ,1049.70 ,215289.00 ,16627647.30 ,19600132.80 ,89469.90 ,1032.30 ,29.10 ,34.50 ,306.90 ,9915.00 ,21.60 ,17.40 ,1446.60 ,23627.70 ,0.30 ,0.30 ,3750.30 ,1433.70 ,4633.20 ,2037.60 ,5.70 ,16.20 ,13.80 ,0.30 ,120.00 ,82.50 ,19.80 ,1.50 ,0.30 ,3.30 ,3.60 ,3.60 
Norway,2.40 ,0.60 ,9.00 ,4480754.70 ,1086321.90 ,887.10 ,451083.90 ,11911464.90 ,14097236.10 ,59192.40 ,873.90 ,8.70 ,55.20 ,196.50 ,4919.10 ,10.20 ,12.90 ,815.10 ,10023.90 ,0.30 ,0.00 ,2380.20 ,1044.00 ,3328.50 ,1185.00 ,0.30 ,5.70 ,1.20 ,0.60 ,87.90 ,22.80 ,6.60 ,1.20 ,0.30 ,1.20 ,0.90 ,1.20 
Norway,5.70 ,0.00 ,21.90 ,5490576.00 ,1083573.30 ,257.40 ,109581.90 ,9076665.30 ,11178168.30 ,49799.40 ,510.90 ,7.50 ,12.30 ,195.00 ,4403.10 ,12.00 ,5.40 ,909.90 ,11658.60 ,0.30 ,0.00 ,1884.00 ,974.40 ,2985.60 ,1168.50 ,5.10 ,7.20 ,0.00 ,0.00 ,85.20 ,24.90 ,10.20 ,0.90 ,0.30 ,0.90 ,1.50 ,1.20 
Norway,4.80 ,0.60 ,45.90 ,5021960.40 ,854925.30 ,1292.40 ,405208.80 ,9244630.20 ,10797969.90 ,60761.40 ,935.40 ,11.10 ,16.80 ,214.80 ,4359.60 ,8.70 ,8.70 ,554.10 ,8646.00 ,0.30 ,0.30 ,2401.20 ,840.60 ,2538.60 ,1332.90 ,0.00 ,4.20 ,2.70 ,0.00 ,67.50 ,19.50 ,5.10 ,1.20 ,0.30 ,1.50 ,0.90 ,1.20 
Norway,5.70 ,0.00 ,51.30 ,4953064.80 ,1003368.00 ,255.00 ,116495.40 ,8895599.10 ,11358162.30 ,118826.40 ,491.40 ,18.90 ,33.60 ,196.20 ,4425.60 ,11.70 ,7.80 ,982.80 ,11472.00 ,0.30 ,0.00 ,1895.70 ,885.60 ,2921.70 ,3896.70 ,2.10 ,13.20 ,0.30 ,0.00 ,77.40 ,35.40 ,6.00 ,0.30 ,0.30 ,1.80 ,2.40 ,2.10 
Norway,8.10 ,0.30 ,120.00 ,5615936.10 ,1238622.60 ,809.10 ,97959.60 ,11893262.10 ,14716710.00 ,133236.30 ,646.80 ,27.60 ,44.10 ,255.60 ,7439.10 ,15.60 ,6.60 ,951.60 ,16249.20 ,0.30 ,0.00 ,2097.90 ,1188.00 ,3673.80 ,3325.80 ,1.80 ,10.20 ,0.00 ,0.30 ,104.10 ,46.20 ,6.60 ,0.00 ,0.30 ,0.90 ,1.50 ,1.20 
Norway,0.90 ,0.00 ,147.00 ,3500445.60 ,750564.00 ,1669.80 ,107140.80 ,7071165.60 ,9436903.80 ,52146.60 ,454.80 ,10.80 ,27.60 ,152.70 ,4245.60 ,6.30 ,12.30 ,547.50 ,7981.50 ,0.30 ,0.00 ,1194.30 ,630.60 ,2083.50 ,1099.20 ,4.50 ,6.90 ,0.60 ,0.30 ,59.40 ,66.90 ,4.50 ,0.30 ,0.00 ,3.60 ,3.90 ,3.60 
Norway,1.50 ,0.00 ,141.30 ,3166537.50 ,685779.00 ,1008.00 ,70518.90 ,6741957.30 ,9125325.90 ,111247.80 ,491.10 ,13.20 ,9.60 ,169.50 ,3399.90 ,9.30 ,12.30 ,602.40 ,9141.00 ,0.60 ,0.30 ,1584.30 ,660.30 ,2077.20 ,2675.70 ,13.20 ,8.70 ,0.30 ,0.90 ,53.70 ,100.80 ,8.70 ,1.80 ,0.00 ,0.90 ,0.90 ,0.90 
Norway,2.10 ,0.00 ,170.40 ,3510040.50 ,867165.00 ,2797.50 ,76594.50 ,7955860.80 ,10770438.30 ,64413.90 ,537.30 ,13.80 ,40.80 ,179.10 ,5005.80 ,8.40 ,138.60 ,601.50 ,8726.70 ,0.90 ,0.30 ,1529.70 ,738.30 ,2460.90 ,1572.30 ,18.30 ,12.60 ,0.00 ,1.50 ,64.50 ,33.00 ,12.90 ,2.70 ,0.30 ,0.60 ,0.90 ,0.60 
Norway,3.00 ,0.00 ,172.50 ,3624266.70 ,970754.10 ,2332.20 ,88087.50 ,8727623.10 ,11629312.20 ,42891.60 ,573.00 ,12.30 ,42.30 ,206.70 ,4526.70 ,9.90 ,10.20 ,561.00 ,8995.50 ,0.30 ,0.30 ,1716.90 ,773.40 ,2839.50 ,875.70 ,11.10 ,11.10 ,0.30 ,1.20 ,76.20 ,22.50 ,8.10 ,0.90 ,0.30 ,1.20 ,1.50 ,1.50 
Norway,6.00 ,0.00 ,223.20 ,3364576.20 ,768475.50 ,698.10 ,41236.80 ,7622187.60 ,10026359.40 ,106433.70 ,488.40 ,15.00 ,9.00 ,151.50 ,4217.10 ,7.50 ,11.10 ,633.90 ,8299.80 ,0.30 ,0.00 ,1548.00 ,719.10 ,2222.10 ,2252.70 ,21.90 ,6.30 ,0.60 ,0.60 ,61.50 ,28.50 ,13.80 ,2.70 ,0.00 ,1.20 ,0.90 ,1.20 
Norway,0.00 ,0.30 ,109.20 ,3501311.10 ,775389.90 ,1161.30 ,127432.80 ,6744604.20 ,9142004.40 ,45306.90 ,462.60 ,8.10 ,15.30 ,148.20 ,4045.20 ,6.30 ,116.40 ,587.40 ,7870.20 ,0.30 ,0.00 ,1137.00 ,629.10 ,2002.80 ,1017.60 ,2.40 ,5.10 ,0.00 ,0.30 ,57.30 ,49.20 ,2.40 ,0.30 ,0.00 ,1.80 ,1.80 ,1.80 
Norway,6.60 ,0.00 ,188.10 ,4851638.70 ,1032633.00 ,1246.80 ,57570.30 ,9728364.30 ,13237865.70 ,58744.20 ,689.40 ,13.80 ,15.90 ,277.20 ,6368.70 ,11.40 ,17.40 ,644.70 ,10232.40 ,0.30 ,0.00 ,2270.40 ,863.40 ,3120.60 ,1116.00 ,7.20 ,9.60 ,2.70 ,1.20 ,83.10 ,26.70 ,4.50 ,0.60 ,0.30 ,1.80 ,2.10 ,2.10 
Norway,2.70 ,0.00 ,75.30 ,3156385.20 ,809931.00 ,801.60 ,71947.50 ,7175197.50 ,9906342.60 ,46138.20 ,538.50 ,9.00 ,10.20 ,183.90 ,6058.20 ,8.70 ,12.30 ,486.00 ,8522.40 ,0.30 ,0.30 ,1716.30 ,739.20 ,2327.10 ,877.80 ,5.70 ,5.70 ,10.80 ,1.50 ,62.10 ,24.60 ,3.90 ,0.30 ,0.00 ,1.50 ,1.80 ,1.50 
Norway,4.80 ,0.00 ,130.80 ,4370002.80 ,805277.70 ,1018.80 ,43553.70 ,7777729.20 ,9828613.20 ,56939.40 ,513.30 ,9.30 ,13.20 ,189.90 ,5940.90 ,7.80 ,26.70 ,857.70 ,9561.30 ,0.30 ,0.30 ,1773.30 ,766.50 ,2232.00 ,1199.40 ,14.10 ,6.90 ,3.00 ,1.80 ,61.20 ,26.10 ,8.40 ,1.80 ,0.00 ,21.60 ,21.90 ,21.90 
Norway,1.80 ,0.00 ,99.30 ,4391923.20 ,968636.40 ,4556.40 ,116068.20 ,8380607.70 ,11162577.60 ,52602.60 ,531.00 ,7.20 ,12.00 ,227.10 ,5237.40 ,8.70 ,107.70 ,528.60 ,9542.10 ,0.90 ,0.00 ,1853.10 ,831.90 ,2624.10 ,1053.60 ,4.80 ,5.70 ,0.00 ,19.80 ,70.20 ,35.70 ,3.90 ,0.00 ,0.00 ,0.30 ,0.00 ,0.00 
Norway,4.20 ,0.30 ,246.00 ,4058468.10 ,978504.90 ,1288.80 ,89419.50 ,9519512.10 ,13044771.60 ,139273.50 ,744.30 ,22.50 ,27.00 ,228.90 ,5777.40 ,8.70 ,106.50 ,682.20 ,10955.10 ,0.60 ,0.30 ,1508.10 ,858.30 ,2883.90 ,3144.00 ,10.50 ,8.10 ,0.30 ,8.40 ,80.70 ,219.30 ,7.20 ,1.20 ,0.00 ,0.60 ,0.60 ,0.30 
Norway,5.10 ,0.00 ,124.80 ,4107409.20 ,1015347.00 ,945.90 ,67040.70 ,9551377.80 ,13482517.20 ,86713.80 ,633.00 ,19.80 ,14.40 ,220.50 ,5069.10 ,8.70 ,10.50 ,657.90 ,10284.60 ,0.00 ,0.00 ,2145.90 ,900.00 ,2947.20 ,1868.10 ,4.50 ,6.90 ,0.90 ,5.70 ,79.80 ,27.60 ,3.90 ,0.30 ,0.00 ,0.00 ,0.00 ,0.00 
Norway,4.50 ,0.30 ,99.00 ,4167011.10 ,958259.40 ,2727.00 ,67571.10 ,8807165.40 ,12839207.10 ,50990.70 ,603.90 ,19.80 ,13.80 ,209.10 ,5560.50 ,7.50 ,9.30 ,644.10 ,9883.20 ,0.30 ,0.00 ,1869.30 ,782.70 ,2799.30 ,904.20 ,3.00 ,6.00 ,0.30 ,1.80 ,75.60 ,12.00 ,2.40 ,0.30 ,0.00 ,0.90 ,0.90 ,0.90 
Norway,6.90 ,0.00 ,299.10 ,3387570.90 ,800733.60 ,886.80 ,33662.10 ,7821439.20 ,10161724.80 ,64677.30 ,486.00 ,14.10 ,13.50 ,161.10 ,4678.20 ,6.90 ,18.30 ,560.10 ,8598.30 ,0.30 ,0.60 ,1505.10 ,701.40 ,2247.90 ,1453.80 ,87.30 ,14.70 ,2.70 ,1.80 ,63.00 ,24.30 ,50.10 ,10.80 ,0.30 ,0.90 ,1.20 ,1.20 
Norway,1.20 ,0.00 ,122.40 ,3506695.20 ,738543.00 ,1445.10 ,108857.10 ,7456124.10 ,9867789.60 ,78686.70 ,573.90 ,17.40 ,35.40 ,183.60 ,6371.70 ,7.20 ,163.80 ,634.80 ,8037.60 ,0.30 ,0.30 ,1629.60 ,617.70 ,2219.70 ,1850.40 ,5.40 ,7.80 ,0.30 ,1.20 ,58.50 ,43.50 ,4.20 ,0.60 ,0.00 ,0.00 ,0.00 ,0.30 
Norway,4.50 ,0.00 ,122.10 ,4130612.40 ,1123084.80 ,1241.70 ,68895.60 ,10369286.10 ,14661653.70 ,111270.00 ,702.30 ,22.50 ,14.40 ,250.80 ,5587.50 ,11.40 ,32.40 ,744.00 ,12058.20 ,0.30 ,0.00 ,2028.00 ,1019.10 ,3252.60 ,2761.80 ,4.20 ,11.70 ,1.80 ,2.10 ,84.90 ,65.10 ,2.70 ,0.30 ,0.00 ,0.00 ,0.30 ,0.00 
Norway,0.30 ,0.30 ,54.60 ,2997322.80 ,679477.50 ,2891.70 ,111092.10 ,6412616.70 ,8146441.80 ,46805.10 ,541.20 ,10.20 ,38.40 ,141.60 ,5005.20 ,7.20 ,101.10 ,531.30 ,8050.80 ,0.30 ,0.30 ,1426.50 ,663.60 ,1837.50 ,1062.90 ,3.90 ,9.30 ,0.30 ,1.50 ,48.00 ,36.00 ,3.30 ,0.00 ,0.00 ,0.60 ,0.60 ,0.60 
Norway,3.00 ,0.00 ,117.90 ,4164323.40 ,901893.90 ,2511.60 ,127326.60 ,8159943.00 ,10999190.10 ,55789.20 ,556.20 ,17.10 ,18.60 ,218.70 ,7924.50 ,7.20 ,164.70 ,673.80 ,9206.70 ,0.60 ,0.30 ,1798.50 ,739.20 ,2434.50 ,1067.70 ,3.90 ,9.60 ,1.80 ,1.80 ,66.30 ,62.10 ,3.30 ,0.30 ,0.00 ,149.10 ,157.20 ,154.80 
Norway,7.20 ,0.00 ,192.30 ,4682199.00 ,1055436.90 ,751.80 ,43579.80 ,10334035.50 ,14128771.80 ,99467.40 ,685.50 ,24.30 ,10.50 ,255.90 ,5602.80 ,8.70 ,12.30 ,716.70 ,10059.90 ,0.60 ,0.00 ,2222.70 ,888.30 ,3061.50 ,1961.70 ,13.20 ,7.80 ,1.20 ,4.80 ,82.80 ,24.90 ,7.80 ,1.50 ,0.00 ,1.20 ,0.90 ,0.90 
Norway,3.60 ,0.30 ,122.40 ,5425090.50 ,963970.20 ,1211.70 ,121960.20 ,9102224.70 ,11460025.80 ,68505.30 ,600.90 ,17.70 ,10.20 ,236.70 ,5748.30 ,7.50 ,26.10 ,721.80 ,10873.80 ,0.00 ,0.00 ,1886.40 ,829.80 ,2502.90 ,1356.00 ,2.40 ,5.40 ,0.00 ,0.60 ,69.00 ,68.10 ,2.70 ,0.60 ,0.00 ,1.50 ,1.50 ,1.50 
Norway,9.60 ,0.00 ,256.80 ,5314818.90 ,1007008.20 ,11486.10 ,58168.80 ,9980261.40 ,13399504.80 ,92290.20 ,676.80 ,16.20 ,16.20 ,294.00 ,9176.70 ,7.20 ,20.40 ,594.00 ,11418.00 ,1.50 ,0.00 ,1841.40 ,946.20 ,2858.10 ,1869.90 ,8.40 ,6.90 ,0.90 ,3.90 ,79.50 ,30.00 ,5.70 ,0.60 ,0.00 ,17.10 ,18.00 ,17.70 
Norway,4.50 ,0.00 ,160.80 ,3647832.00 ,829282.80 ,941.40 ,56649.90 ,7986659.40 ,10825373.70 ,100792.50 ,533.40 ,16.50 ,23.10 ,236.70 ,5346.30 ,6.00 ,42.30 ,581.40 ,8742.30 ,0.30 ,0.30 ,1543.20 ,639.90 ,2341.20 ,2415.60 ,11.10 ,5.10 ,2.10 ,0.60 ,69.60 ,42.30 ,7.20 ,0.90 ,0.00 ,0.30 ,0.30 ,0.30 
Norway,3.60 ,0.30 ,164.40 ,3766953.60 ,1019919.00 ,1361.10 ,77869.80 ,9526256.10 ,13664622.90 ,104794.80 ,670.50 ,18.90 ,7.80 ,210.90 ,4553.10 ,7.50 ,7.20 ,564.00 ,10569.90 ,0.00 ,0.30 ,1649.70 ,900.60 ,2944.80 ,2355.90 ,2.40 ,5.40 ,0.00 ,0.60 ,84.60 ,31.50 ,2.10 ,0.90 ,0.00 ,1.20 ,1.20 ,1.20 
Norway,2.40 ,0.00 ,86.10 ,4101341.40 ,907208.40 ,527.70 ,68427.60 ,8690936.40 ,10633722.60 ,64046.10 ,589.20 ,15.30 ,29.40 ,196.80 ,4660.80 ,11.10 ,14.70 ,792.90 ,11818.80 ,0.00 ,0.30 ,2179.80 ,897.60 ,2676.30 ,1273.50 ,0.00 ,10.80 ,0.00 ,0.60 ,71.10 ,259.20 ,2.40 ,1.20 ,0.30 ,3.30 ,2.70 ,3.30 
Scotland,23.39 ,0.00 ,574.30 ,2559316.68 ,1229622.92 ,1351.31 ,43327.45 ,16320216.33 ,16729322.46 ,41234.46 ,246.74 ,17.51 ,22.70 ,305.63 ,7190.72 ,16.88 ,23.00 ,1438.23 ,19541.12 ,0.10 ,1.39 ,3853.33 ,1599.89 ,4256.32 ,805.92 ,189.51 ,15.24 ,0.00 ,0.74 ,96.98 ,6.78 ,148.74 ,7.09 ,1.43 ,0.80 ,0.34 ,0.56 
Scotland,15.04 ,0.00 ,464.95 ,1543188.01 ,991470.11 ,1267.00 ,38745.44 ,12292813.98 ,12707170.44 ,33272.77 ,184.44 ,4.09 ,35.74 ,221.83 ,5374.03 ,9.64 ,13.89 ,1086.30 ,11772.38 ,0.10 ,0.93 ,1271.21 ,1222.44 ,3270.66 ,650.75 ,115.84 ,17.28 ,0.00 ,0.91 ,56.42 ,8.60 ,96.08 ,5.72 ,0.91 ,1.37 ,1.17 ,1.17 
Scotland,15.65 ,0.00 ,477.91 ,1774014.51 ,1024168.14 ,1430.51 ,34980.23 ,13204508.84 ,13325085.74 ,36015.66 ,214.64 ,9.28 ,15.16 ,243.49 ,6781.46 ,12.44 ,12.37 ,1159.29 ,12949.86 ,0.00 ,0.06 ,1817.36 ,1413.51 ,3454.64 ,701.78 ,103.04 ,19.00 ,0.00 ,3.03 ,66.79 ,14.54 ,93.53 ,4.76 ,1.03 ,0.64 ,0.34 ,0.46 
Scotland,23.66 ,0.00 ,535.37 ,2878740.90 ,1168392.95 ,1133.59 ,18872.65 ,15516634.14 ,15784776.12 ,54815.82 ,194.51 ,13.81 ,23.85 ,296.95 ,10375.30 ,21.47 ,50.13 ,1750.90 ,20829.48 ,0.46 ,0.51 ,2262.28 ,1573.46 ,3996.22 ,1258.31 ,82.92 ,25.86 ,0.00 ,1.29 ,79.29 ,24.83 ,82.41 ,4.20 ,0.93 ,0.88 ,0.71 ,0.87 
Scotland,11.39 ,0.02 ,288.99 ,1555181.02 ,777611.65 ,1759.92 ,15888.12 ,10186187.34 ,10724385.28 ,31255.97 ,161.22 ,6.53 ,15.82 ,205.59 ,7027.21 ,13.11 ,44.94 ,1038.81 ,12421.52 ,0.08 ,0.00 ,1240.86 ,975.85 ,2664.67 ,708.16 ,53.34 ,18.23 ,0.00 ,0.56 ,52.48 ,13.46 ,50.74 ,2.71 ,0.53 ,1.59 ,1.60 ,1.55 
Scotland,17.01 ,0.00 ,437.43 ,2353194.98 ,1163568.92 ,1748.56 ,15121.95 ,15490788.76 ,16378303.78 ,48104.73 ,211.16 ,6.04 ,34.22 ,400.31 ,8802.25 ,20.21 ,43.82 ,1464.91 ,16969.67 ,0.47 ,0.00 ,1808.41 ,1603.08 ,4272.45 ,1008.52 ,65.40 ,30.86 ,0.00 ,0.52 ,80.25 ,26.00 ,64.20 ,2.15 ,1.22 ,1.30 ,1.29 ,1.37 
Scotland,15.28 ,0.03 ,427.37 ,1970370.12 ,1073101.64 ,1946.56 ,19582.79 ,13851341.95 ,14411262.23 ,42042.59 ,238.71 ,7.49 ,45.74 ,259.01 ,8336.09 ,14.45 ,47.01 ,1320.49 ,15115.76 ,0.09 ,0.00 ,1757.12 ,1458.86 ,3666.95 ,853.12 ,45.36 ,19.91 ,0.00 ,0.85 ,70.38 ,15.77 ,49.59 ,2.10 ,0.75 ,0.63 ,0.67 ,0.63 
Scotland,18.13 ,0.00 ,433.20 ,2086741.31 ,1197209.79 ,1883.26 ,21376.55 ,15631213.21 ,16102740.41 ,37342.08 ,303.88 ,5.19 ,21.97 ,208.07 ,8461.34 ,13.17 ,32.79 ,1367.51 ,15361.73 ,0.09 ,0.94 ,1745.24 ,1691.92 ,4062.76 ,765.71 ,40.01 ,17.12 ,0.00 ,1.25 ,78.72 ,10.47 ,42.45 ,2.05 ,0.94 ,0.75 ,0.49 ,0.71 
Scotland,14.15 ,0.00 ,352.52 ,1851301.10 ,1022403.09 ,2322.18 ,13505.61 ,12803116.24 ,13109492.27 ,40152.70 ,284.26 ,5.67 ,18.41 ,242.03 ,7032.51 ,15.57 ,33.55 ,1278.77 ,14016.27 ,0.45 ,1.39 ,1809.48 ,1349.54 ,3317.21 ,835.00 ,33.93 ,16.20 ,0.00 ,0.28 ,61.38 ,17.00 ,38.06 ,1.84 ,0.63 ,1.12 ,0.63 ,0.72 
